genres,title
"['Documentary', 'Drama', 'Science Fiction']",Death of a President
"['Drama', 'Family']",Little Secrets
"['History', 'Drama', 'Comedy']",The Kaiser's Lackey
"['Drama', 'Animation', 'History', 'Adventure']",Corto Maltese in Siberia
['Drama'],5 Fingers
"['Drama', 'Science Fiction', 'Thriller']",The Butterfly Effect 2
['Drama'],Platform
"['Horror', 'Comedy', 'Foreign']",Lunacy
"['Adventure', 'Animation', 'Comedy', 'Family']",Flushed Away
"['Crime', 'Fantasy', 'Drama']",Perfume: The Story of a Murderer
"['Action', 'Adventure', 'Thriller']",Arabesque
"['Comedy', 'Family', 'Adventure']",The Santa Clause 3: The Escape Clause
"['Comedy', 'Romance']",The Long Weekend
"['Drama', 'Music', 'Romance']",Daddy Long Legs
['Drama'],All the Invisible Children
"['Romance', 'Animation', 'Drama']",Ocean Waves
"['Music', 'Documentary']",Joe Cocker - Mad Dogs & Englishmen
"['Drama', 'Music', 'Romance']",Four Daughters
['Western'],Arizona
['Drama'],The Big City
"['Drama', 'Science Fiction']","The World, the Flesh and the Devil"
"['Adventure', 'Comedy', 'Family', 'Science Fiction']",Mom and Dad Save the World
"['Comedy', 'Drama', 'Romance']",Boynton Beach Club
"['Comedy', 'Documentary']",Farce of the Penguins
"['Drama', 'Comedy', 'Family']",Emmet Otter's Jug-Band Christmas
"['Comedy', 'Drama', 'Romance']",A Good Year
['Documentary'],Dixie Chicks: Shut Up and Sing
"['Drama', 'Thriller', 'Romance']",Vital
"['Comedy', 'Drama', 'Romance']",A Foreign Affair
"['Comedy', 'Drama']",For Your Consideration
['Documentary'],Street Fight
['Drama'],Red Dust
['Documentary'],Fuck
"['Drama', 'History']",Shooting Dogs
"['Animation', 'Comedy']",Happy Feet
"['Comedy', 'Crime']",Let's Go to Prison
"['History', 'Drama']",Bobby
"['Comedy', 'Family']",Deck the Halls
"['Comedy', 'Drama']",10 Items or Less
"['Comedy', 'Romance']",The Holiday
"['Drama', 'Thriller', 'Crime']",I Wake Up Screaming
"['Drama', 'Romance']",Luna de Avellaneda
"['Romance', 'Drama']",Snow Cake
"['Crime', 'Drama', 'Thriller', 'Action']",Harsh Times
"['Crime', 'Drama', 'Thriller']",London to Brighton
"['Crime', 'Drama']",Gacy
"['Comedy', 'Drama', 'Thriller']",Fast Food Nation
['Drama'],La Bête Humaine
"['Mystery', 'Drama', 'Comedy', 'Fantasy']",Celine and Julie Go Boating
"['Drama', 'Comedy']",Min and Bill
"['Drama', 'Crime']","20,000 Years in Sing Sing"
"['Action', 'Adventure', 'Western']",The Great Train Robbery
"['Comedy', 'History', 'Drama']",Simon of the Desert
"['Comedy', 'Music']",Tenacious D in The Pick of Destiny
"['Drama', 'Comedy', 'Romance']",The Facts of Life
"['Comedy', 'Crime', 'Mystery', 'Romance']",It's a Wonderful World
"['Crime', 'Action', 'Adventure', 'Comedy']","OSS 117: Cairo, Nest of Spies"
"['Horror', 'Mystery']",Reeker
['Comedy'],Sitting Pretty
['Western'],The Last Hard Men
"['Crime', 'Drama', 'Romance']",A Brighter Summer Day
"['Documentary', 'Drama', 'Music', 'Romance']",Moog
"['Drama', 'History']",The Nativity Story
['Comedy'],Van Wilder 2: The Rise of Taj
"['Horror', 'Thriller']",Turistas
"['Drama', 'Thriller', 'Action']",Blood Diamond
"['Drama', 'Fantasy', 'Horror']",Dracula's Daughter
['Adventure'],Doc Savage: The Man of Bronze
"['Drama', 'Crime']",Election 2
"['Comedy', 'Family']",Unaccompanied Minors
['Drama'],Off the Black
"['Comedy', 'Family', 'Fantasy']",Charlotte's Web
"['Fantasy', 'Action', 'Adventure', 'Family']",Eragon
['Drama'],Rocky Balboa
['Drama'],Iron Island
"['Drama', 'Mystery', 'Romance']",Fur: An Imaginary Portrait of Diane Arbus
"['Drama', 'Action', 'History', 'Thriller', 'War']",The Dam Busters
['Horror'],Zombie Honeymoon
"['Comedy', 'Romance']",Another Gay Movie
"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",The Myth
"['Drama', 'Foreign', 'Romance']",Oyster Farmer
"['Comedy', 'Romance']",Red-Headed Woman
['Drama'],Daniel
['Drama'],Power
"['Thriller', 'War', 'Drama', 'History']",The Man Who Never Was
"['Drama', 'Romance']",The Painted Veil
['Drama'],We Are Marshall
"['Animation', 'Adventure', 'Drama', 'Romance', 'Science Fiction']",The Place Promised in Our Early Days
"['Adventure', 'Animation', 'Drama']",The Plague Dogs
"['Drama', 'Thriller', 'History']",The Good Shepherd
['Drama'],Dreamgirls
"['Drama', 'Music']",The Page Turner
['Documentary'],Loose Change: 2nd Edition
['Documentary'],We Feed the World
"['History', 'Drama', 'Comedy']",The Decameron
"['Crime', 'Drama']",Freedom Writers
['Documentary'],When the Levees Broke: A Requiem in Four Acts
['Drama'],Katzelmacher
"['Horror', 'Drama', 'Mystery', 'Thriller']",INLAND EMPIRE
['Drama'],Sebastiane
"['Drama', 'History']",Caravaggio
['Drama'],Wild Side
"['Comedy', 'Drama']",The History Boys
"['Drama', 'Romance']",Notes on a Scandal
"['Horror', 'Comedy']",Children Shouldn't Play with Dead Things
"['Crime', 'Drama']",The Face Behind the Mask
"['Romance', 'Drama']",The Life of Jesus
"['Adventure', 'Action', 'Thriller']",DOA: Dead or Alive
"['Action', 'Drama', 'Fantasy']",Curse of the Golden Flower
"['Comedy', 'Drama', 'Fantasy']",The Bothersome Man
['Comedy'],Don't Drink the Water
"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",The Good German
"['Drama', 'Romance']",Sweet Land
"['Action', 'Adventure', 'Drama', 'War']",Letters from Iwo Jima
"['Music', 'Romance']",Presenting Lily Mars
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",Happily N'Ever After
"['Action', 'Drama']",Home of the Brave
"['Action', 'Comedy', 'Crime']",Code Name: The Cleaner
"['Drama', 'Music']",Stomp the Yard
"['Drama', 'Family', 'Romance']",Miss Potter
"['Adventure', 'Fantasy', 'Animation', 'Family']",Arthur and the Invisibles
"['Crime', 'Foreign', 'Horror', 'Mystery', 'Thriller']",Tell Me Something
"['Drama', 'Romance']",Loving Annabelle
['Comedy'],American Pie Presents: The Naked Mile
"['Drama', 'Comedy']",Rolling Family
"['Music', 'Romance', 'Drama', 'Comedy']",The Young Girls of Rochefort
['Drama'],Alice in the Cities
"['Drama', 'Romance']",David and Bathsheba
['Drama'],Old Joy
"['Fantasy', 'Drama', 'Action', 'History']",The Banquet
"['Drama', 'Comedy', 'Romance']",Venus
"['Comedy', 'Romance']",My Bollywood Bride
"['Crime', 'Romance', 'Drama']",Rosario Tijeras
"['Crime', 'Drama']",American Madness
['Comedy'],The Return of Don Camillo
['Comedy'],Don Camillo
"['Drama', 'Thriller']",Invisible Waves
['Drama'],Cold Showers
"['Drama', 'Romance']",The Singer
['Adventure'],Primeval
"['Crime', 'Drama']",Alpha Dog
"['Mystery', 'Drama', 'Crime', 'Thriller']",The Dead Girl
"['Fantasy', 'Drama']",Testament of Orpheus
"['Thriller', 'Drama', 'Horror', 'Mystery']",House Of 9
['Drama'],A Stolen Life
['Drama'],After the Wedding
"['Romance', 'Drama', 'Mystery']",Time
"['Documentary', 'Foreign']",Into Great Silence
['Comedy'],Dinner for One
"['Comedy', 'Drama']",Red Doors
"['Comedy', 'Drama', 'Romance']",The Wendell Baker Story
"['Horror', 'Thriller']",Crawlspace
['Comedy'],Linda Linda Linda
"['Drama', 'History', 'Romance']",Juarez
"['Romance', 'Drama', 'History']",The Weeping Meadow
"['Drama', 'Comedy']",Daisies
"['Adventure', 'Drama', 'Family']",Bridge to Terabithia
['Comedy'],Beer League
"['Comedy', 'Action', 'Horror', 'Science Fiction']",Dead Meat
['Drama'],Killer of Sheep
"['Drama', 'Fantasy']",The Blood of a Poet
['Comedy'],Dirty Sanchez: The Movie
"['Drama', 'Comedy', 'Romance']",Shadows in the Sun
['Comedy'],Kenny
['Documentary'],49 Up
['Comedy'],Waitress
['Documentary'],The Secret
"['Drama', 'Fantasy', 'Thriller']",Neverwas
['Documentary'],Seven Up!
['Documentary'],7 Plus Seven
"['Comedy', 'Drama']",Record of a Tenement Gentleman
"['Action', 'History', 'Horror']",R-Point
"['Comedy', 'Drama', 'Romance']",Catch and Release
"['Action', 'Comedy', 'Crime', 'Thriller']",Smokin' Aces
"['Drama', 'Fantasy', 'Horror', 'Romance']",Blood and Chocolate
"['Action', 'Adventure', 'Comedy']",Epic Movie
"['Mystery', 'Thriller', 'Horror']",The Messengers
['Comedy'],Because I Said So
"['Crime', 'Drama', 'Thriller']",Hannibal Rising
['Comedy'],Norbit
"['Action', 'Comedy', 'Horror']",Billy the Kid vs. Dracula
"['War', 'Drama', 'Foreign']",Red Angel
['Comedy'],The Boss of It All
"['Action', 'Documentary']",Cocaine Cowboys
"['Drama', 'Thriller', 'Crime', 'Romance']",Lonely Hearts
"['Animation', 'Comedy', 'Family', 'Fantasy']",Ratatouille
"['Drama', 'Action', 'Thriller']",Five Fingers
"['Action', 'Drama', 'Fantasy', 'History', 'Horror']",Izo
"['Animation', 'Drama', 'Family', 'Fantasy']",The Point!
"['Drama', 'Romance']","Paris, je t'aime"
"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",The Astronaut Farmer
"['Thriller', 'Drama']",Murk
['Comedy'],"Wake Up, Ron Burgundy: The Lost Movie"
"['Action', 'Crime', 'Drama', 'Thriller']",SPL: Kill Zone
"['Drama', 'Action', 'Comedy', 'Crime', 'Foreign']",Mafioso
"['Comedy', 'Fantasy', 'Romance']",It's a Boy Girl Thing
"['Comedy', 'Drama']",Myra Breckinridge
"['Action', 'Drama', 'Mystery', 'Thriller']",Vice Squad
"['Family', 'Animation', 'Comedy']",The Ugly Duckling and Me!
"['Drama', 'Horror', 'Thriller']",Danika
"['Drama', 'History', 'War']",Days of Glory
"['Drama', 'Science Fiction', 'Thriller']",The Strange Case of Dr. Jekyll and Mr. Hyde
"['Crime', 'Drama', 'Romance']",Schizo
"['Adventure', 'Fantasy']",The Odyssey
"['Crime', 'Drama', 'Mystery', 'Thriller']",Unknown
['Music'],Magical Mystery Tour
['Drama'],Sisters of the Gion
['Comedy'],Trailer Park Boys: The Movie
"['Thriller', 'Action', 'Fantasy', 'Horror']",Ghost Rider
"['Drama', 'Thriller', 'Crime', 'History']",Breach
"['Comedy', 'Drama', 'Romance']",Daddy's Little Girls
"['Comedy', 'Music', 'Romance']",Music and Lyrics
"['Thriller', 'Drama', 'Mystery']",The Number 23
"['Action', 'Adventure', 'Comedy', 'Crime']",Reno 911!: Miami
['Drama'],Black Snake Moan
"['Comedy', 'Romance']",Gray Matters
"['Drama', 'Romance', 'Foreign']",Be with Me
"['Comedy', 'Drama', 'Romance', 'Thriller']",Shooting Gallery
"['Comedy', 'Foreign']",What Will You Do When You Catch Me?
"['Animation', 'Action']",The Dagger of Kamui
"['Documentary', 'Music']",loudQUIETloud: A Film About the Pixies
"['Comedy', 'Drama']",My Father and My Son
['Drama'],Factory Girl
['Drama'],Salon Kitty
['Drama'],Human Trafficking
['Drama'],Kidulthood
"['Comedy', 'Drama', 'Family']",Like Mike 2: Streetball
"['Mystery', 'Comedy', 'Crime', 'Drama']",Lady in Cement
"['Comedy', 'Horror']",Street Trash
"['Action', 'Comedy', 'Drama']",Fighting Elegy
"['Action', 'Drama']",Salvatore Giuliano
"['Drama', 'Horror', 'Science Fiction']",First Man Into Space
['Horror'],I Drink Your Blood
"['Crime', 'Action', 'Comedy']",Hot Fuzz
"['Comedy', 'Crime', 'Drama', 'Thriller']",Dead Heat on a Merry-Go-Round
"['Action', 'Adventure']",The 36th Chamber of Shaolin
"['Action', 'Drama']",The Trial of Billy Jack
['Drama'],The Savage Innocents
"['Crime', 'Drama', 'Thriller']",Karla
"['Crime', 'Drama']",The Consequences of Love
"['History', 'Drama', 'Romance']",Golden Door
['Drama'],Kamchatka
['Horror'],The Leopard Man
['Drama'],Family Law
"['Comedy', 'Family']",Emil in Lonneberga
"['Crime', 'Drama', 'History']",Citizen X
['Music'],Cats
"['Comedy', 'Drama']",The Canterbury Tales
['Drama'],The Forest for the Trees
"['Action', 'Science Fiction', 'Thriller']",Next
"['Drama', 'Romance']",Breaking and Entering
"['Drama', 'Foreign', 'Romance']",Changing Times
['Documentary'],God Grew Tired of Us
"['Documentary', 'Foreign']",Iraq in Fragments
['Drama'],Amazing Grace
['Drama'],Romanzo criminale
"['Comedy', 'Horror']",2001 Maniacs
"['Comedy', 'Crime']",Wise Guys
"['Comedy', 'Fantasy', 'Family']",Teen Wolf Too
"['Drama', 'Thriller', 'Mystery', 'Foreign']",The Grim Reaper
"['Action', 'Thriller']",Body Count
"['Crime', 'Drama', 'Mystery', 'Thriller']",Zodiac
"['Action', 'Thriller', 'Crime']",Pusher III: I'm the Angel of Death
['Drama'],Eight Deadly Shots
"['Science Fiction', 'Action', 'Adventure']",Babylon 5: The Gathering
"['Thriller', 'Drama', 'Horror', 'Fantasy']",White Noise 2: The Light
"['Crime', 'Mystery', 'Thriller']",Meshes of the Afternoon
"['Action', 'Adventure', 'Comedy']",Wild Hogs
['Thriller'],Zyzzyx Road
"['Comedy', 'Drama', 'Romance']",Man About Town
"['Mystery', 'Science Fiction']",First on the Moon
"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",The Lathe of Heaven
"['Fantasy', 'Animation', 'Science Fiction', 'Family', 'Action']",Atlantis: Milo's Return
"['Action', 'Western', 'Romance']",The Westerner
"['Romance', 'Drama', 'Family']",The Ultimate Gift
"['Action', 'Adventure', 'War']",300
"['Horror', 'Thriller']",The Abandoned
"['Drama', 'History']",Julius Caesar
"['Comedy', 'Romance', 'Music']",Three Smart Girls
['Comedy'],Something in the Wind
"['Drama', 'Comedy', 'Romance']",Starter for 10
"['Adventure', 'Family']",The Last Mimzy
"['Drama', 'Comedy', 'Romance']",Priceless
"['Horror', 'Drama', 'Science Fiction']",The Host
"['Drama', 'History']",America America
"['Drama', 'Foreign', 'War']",Kippur
"['Drama', 'History', 'Romance', 'Thriller']",The Situation
"['Thriller', 'Crime', 'Drama']",Diary of a Hitman
"['Comedy', 'Music']",Flower Drum Song
"['Drama', 'Romance']",Becoming Jane
"['Drama', 'Thriller']",Right at Your Door
['Drama'],A Taste of Honey
['Drama'],The Namesake
['Drama'],Omagh
"['Action', 'Drama', 'Foreign']",Samurai Spy
"['Drama', 'History', 'Romance']",The Last Command
"['Comedy', 'Romance']",I Think I Love My Wife
['Drama'],The Second Chance
"['Romance', 'Drama']",The Fugitive Kind
"['Horror', 'Action', 'Thriller']",Wilderness
"['Horror', 'Thriller']",Hipnos
"['Thriller', 'Drama', 'Mystery']",Premonition
['Horror'],Dead Silence
['Drama'],Reign Over Me
"['Drama', 'Family']",Pride
"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",Shooter
"['Horror', 'Thriller']",The Hills Have Eyes 2
"['Adventure', 'Animation', 'Comedy', 'Family']",TMNT
"['Drama', 'Foreign']",The Italian
"['Crime', 'Drama', 'Mystery', 'Thriller']",Jindabyne
"['Mystery', 'Drama']",The Spider's Stratagem
"['Action', 'History', 'War']",Nomad: The Warrior
"['Mystery', 'Thriller']",The Tall Target
"['Comedy', 'Drama', 'Romance']",Avenue Montaigne
"['Drama', 'Thriller', 'War']",Black Book
"['Drama', 'Foreign', 'Romance']",Love and Honor
"['Drama', 'Romance', 'Science Fiction']",Dreamland
['Drama'],The Quiet Duel
"['Comedy', 'Drama', 'Foreign']",A Moment of Innocence
['Drama'],It's Impossible to Learn to Plow by Reading Books
"['Comedy', 'Horror']",R.S.V.P.
"['Drama', 'Music']",The Five Pennies
"['Comedy', 'Drama']",Philanthropy
['Drama'],Ladies in Retirement
"['Drama', 'Crime']","Not For, or Against (Quite the Contrary)"
"['Action', 'Drama', 'Thriller']",Eklavya: The Royal Guard
"['Comedy', 'Drama']",Dark Horse
"['Crime', 'Drama', 'Romance']",Damnation
"['Drama', 'Romance', 'Thriller']",His Kind of Woman
"['Drama', 'Crime']",Turn of Faith
"['Comedy', 'Romance', 'Adventure']",The Darwin Awards
['Drama'],The Tarnished Angels
"['Crime', 'Drama', 'Thriller']",The Lookout
"['Action', 'Comedy', 'Drama']",Blades of Glory
['Documentary'],Armbryterskan från Ensamheten
"['Drama', 'Foreign', 'Thriller']",Kissed by Winter
"['Comedy', 'Family', 'Drama']",Are We Done Yet?
"['Thriller', 'Horror']",The Reaping
"['Adventure', 'Comedy', 'Family']",Firehouse Dog
"['Animation', 'Comedy', 'Family']",Meet the Robinsons
"['Documentary', 'Music']",American Hardcore
"['Action', 'Comedy', 'War']",The Inglorious Bastards
"['Western', 'Drama']",Seraphim Falls
['Drama'],Double Harness
"['Comedy', 'Drama']",Judge Priest
['Drama'],Copying Beethoven
['Comedy'],Royal Palace
"['Comedy', 'Drama']",The Hoax
['Adventure'],Sky Fighters
"['Comedy', 'Foreign']","Welcome Back, Mr. McDonald"
"['Animation', 'Family', 'Comedy']",How the Grinch Stole Christmas!
"['Science Fiction', 'Adventure', 'Animation', 'Drama', 'Fantasy', 'Romance', 'Action']",Origin: Spirits of the Past
['Drama'],Goya's Ghosts
"['Crime', 'Drama', 'Mystery', 'Thriller']",Perfect Stranger
"['Thriller', 'Drama', 'Mystery']",Disturbia
"['Animation', 'Comedy']",Aqua Teen Hunger Force Colon Movie Film for Theaters
['Drama'],The Private Affairs of Bel Ami
"['Drama', 'Crime']",Straight Time
['Drama'],Tristana
"['Comedy', 'Drama', 'Romance']",Puccini for Beginners
"['Mystery', 'Crime', 'Drama', 'Thriller']",Slow Burn
"['Action', 'Drama', 'Thriller']",Redline
"['Drama', 'Romance', 'Foreign']",Summer Palace
"['Documentary', 'War']",In the Year of the Pig
"['Action', 'Thriller']",The MacKintosh Man
"['Romance', 'Music', 'Drama']",La Vie en Rose
['Comedy'],Man - Woman Wanted
"['Comedy', 'Drama', 'Romance']",Griffin & Phoenix
"['Drama', 'Horror']",The Resurrected
"['Drama', 'Action', 'Thriller', 'Crime']",The Contract
['Thriller'],Fracture
"['Action', 'Comedy', 'Crime', 'Thriller']",Big Nothing
"['Drama', 'Foreign']",Woman on the Beach
['Drama'],Smash-Up: Story of a Woman
"['Crime', 'Drama', 'Action', 'Thriller']",Island of Fire
"['Horror', 'Thriller']",Vacancy
['Horror'],Night of the Ghouls
"['Horror', 'Crime', 'Drama']",Benny's Video
"['Romance', 'Comedy', 'Drama']",In the Land of Women
"['Comedy', 'Romance']",Confetti
"['Horror', 'Science Fiction']",The Devil Commands
"['Family', 'Comedy']",Mr. Bean's Holiday
['Documentary'],The Grace Lee Project
"['Comedy', 'Drama']",Adam & Paul
"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",The Invisible
['Comedy'],Kickin' It Old Skool
"['Action', 'Thriller']",The Condemned
"['Fantasy', 'Action', 'Adventure']",Spider-Man 3
"['Drama', 'Romance']",Lucky You
"['Comedy', 'Family']",It's a Very Merry Muppet Christmas Movie
"['Drama', 'Western', 'Romance']",The Furies
"['Documentary', 'Foreign']",21 Up
"['Comedy', 'Drama', 'Romance']",Kiss Me Again
"['Action', 'Drama', 'History']",Hana
['Documentary'],Sharkwater
['Comedy'],West
"['Drama', 'Romance']",Flannel Pajamas
"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']",Tales from Earthsea
"['Drama', 'Thriller']",Thieves' Highway
"['Thriller', 'Action', 'Horror']",Maniac Cop
"['Comedy', 'Drama', 'Romance']",Year of the Dog
"['Drama', 'Horror', 'Thriller']",Thr3e
['Drama'],The Rocket: The Legend of Rocket Richard
"['Comedy', 'Drama']",Diggers
"['Comedy', 'Romance']",The Ex
"['Drama', 'Romance']",Woman Is the Future of Man
"['Animation', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Paprika
['Drama'],The Flying Scotsman
"['Comedy', 'Drama', 'Romance']",Sylvia Scarlett
"['Action', 'Drama', 'War']",Fixed Bayonets!
"['Drama', 'Romance']",Syndromes and a Century
"['Drama', 'Thriller']",Red Road
['Drama'],At Five in the Afternoon
"['Fantasy', 'Horror']",Day Watch
"['Drama', 'Crime']",This Is England
"['Drama', 'Action', 'Thriller', 'Foreign']",One Night in Mongkok
"['Drama', 'Romance']",Away from Her
"['Comedy', 'Romance', 'Drama']",Knocked Up
"['Documentary', 'Foreign']",Zidane - A 21st Century Portrait
"['Action', 'Adventure', 'Comedy', 'Foreign']",The Prodigal Son
"['Horror', 'Thriller', 'Science Fiction']",28 Weeks Later
"['Comedy', 'Drama', 'Romance']",Georgia Rule
"['Action', 'Adventure', 'Comedy']",Delta Farce
"['Romance', 'Action', 'Comedy', 'Crime']",Wheels on Meals
"['Documentary', 'History']",Jonestown: The Life and Death of Peoples Temple
"['Drama', 'Fantasy', 'Horror', 'Thriller', 'Mystery']",Desperation
['Horror'],Blood Trails
"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",Shrek the Third
"['Drama', 'Music', 'Romance']",Once
"['Adventure', 'Fantasy', 'Action']",Pirates of the Caribbean: At World's End
"['Drama', 'Crime', 'Mystery', 'Thriller']",Mr. Brooks
"['Action', 'Adventure', 'Horror', 'Thriller']",Rise: Blood Hunter
['Drama'],Gracie
"['Fantasy', 'Action', 'Adventure']",The Librarian: Return to King Solomon's Mines
"['Thriller', 'Adventure', 'Action', 'Comedy', 'Drama', 'Fantasy', 'Romance']",The Librarian: Quest for the Spear
"['Comedy', 'Thriller']",Fay Grim
"['Horror', 'Science Fiction', 'Thriller', 'Romance']",The Man from Planet X
